Index,Pitch,Roll,TurnRate
53009,0.51,-3.98,-5.43
53030,0.61,-4.28,-5.15
53053,0.64,-4.20,-6.21
53074,0.96,-4.20,-5.32
53095,0.98,-3.95,-5.32
53119,1.11,-3.76,-5.88
53139,1.13,-4.16,-5.21
53169,1.31,-4.16,-4.42
53191,1.33,-2.87,-5.71
53217,1.58,1.01,-5.21
53240,2.23,5.29,-3.64
53260,2.57,7.71,-3.41
53281,2.76,8.56,-2.58
53301,2.99,7.89,-2.91
53327,3.18,6.39,-2.24
53351,3.01,4.42,-2.74
53371,3.33,3.20,-4.25
53395,3.53,1.52,-2.41
53415,3.43,0.25,-2.86
53436,3.52,-1.20,-3.25
53456,3.72,-2.28,-4.03
53479,3.73,-3.69,-2.46
53500,3.57,-4.75,-3.53
53524,3.13,-6.20,-2.35
53554,2.69,-7.21,-3.41
53570,2.35,-8.36,-3.41
53594,2.28,-9.32,-3.08
53622,2.06,-10.57,-3.41
53641,1.74,-11.95,-3.08
53661,1.67,-13.07,-3.36
53682,1.59,-14.78,-3.58
53705,1.45,-16.21,-3.19
53725,1.20,-17.24,-3.86
53745,0.76,-18.17,-4.37
53768,0.55,-18.97,-4.81
53789,0.23,-19.74,-4.70
53810,-0.12,-19.55,-5.49
53833,-0.46,-18.55,-4.87
53853,-0.37,-16.93,-5.04
53873,-0.24,-15.44,-4.37
53893,-0.15,-14.08,-4.25
53916,-0.20,-12.92,-4.14
53936,-0.36,-12.28,-3.92
53960,-0.41,-12.04,-3.97
53980,-0.46,-12.21,-4.98
54005,-0.52,-11.99,-5.21
54025,-0.32,-10.87,-4.93
54045,-0.19,-9.47,-5.65
54065,-0.13,-7.94,-4.98
54088,0.27,-6.24,-4.87
54109,0.63,-5.64,-4.59
54129,0.92,-5.89,-4.25
54152,1.16,-6.69,-5.65
54172,1.25,-7.75,-6.05
54192,1.20,-8.34,-5.09
54212,1.09,-7.25,-4.37
54236,1.10,-6.20,-4.53
54256,1.29,-5.23,-5.60
54276,1.39,-4.63,-4.59
54299,1.49,-4.81,-5.04
54319,1.46,-5.73,-3.58
54340,1.33,-8.58,-4.31
54364,1.05,-11.02,-5.21
54388,0.53,-13.21,-5.37
54403,0.18,-14.72,-5.43
54426,0.04,-15.28,-5.65
54447,-0.33,-14.73,-6.61
54466,-0.62,-13.12,-6.83
54490,-0.71,-10.96,-6.77
54510,-0.64,-8.55,-6.49
54530,-0.34,-5.72,-5.93
54553,0.12,-3.40,-4.98
54573,0.73,-2.30,-4.14
54593,1.20,-1.70,-5.15
54616,1.58,-2.22,-3.86
54638,1.82,-3.67,-5.26
54658,1.91,-5.56,-4.53
54681,1.70,-7.25,-4.87
54702,1.42,-7.90,-5.37
54722,1.35,-7.36,-5.99
54745,1.16,-6.32,-4.81
54766,1.17,-4.73,-5.04
54786,1.30,-3.84,-4.37
54806,1.34,-3.42,-4.65
54830,1.34,-3.83,-5.32
54859,0.96,-4.91,-4.53
54874,0.53,-5.85,-4.09
54894,0.32,-6.62,-5.49
54915,0.01,-7.47,-4.98
54938,0.01,-7.57,-5.32
54958,-0.14,-7.86,-5.71
54978,-0.21,-7.77,-5.93
55002,-0.28,-7.60,-4.93
55022,-0.21,-7.05,-5.09
55043,-0.07,-6.29,-5.82
55066,0.21,-5.55,-7.33
55086,0.42,-5.24,-4.59
55106,0.67,-2.32,-4.98
55129,1.60,-4.42,-7.50
55149,1.36,-4.75,-3.86
55170,1.56,-3.80,-5.15
55195,2.01,-3.93,-6.49
55214,1.83,-3.90,-5.37
55238,1.94,-4.28,-6.61
55259,1.46,-5.27,-4.59
55284,1.11,-5.53,-5.71
55302,0.79,-5.98,-5.71
55322,0.43,-5.61,-6.05
55345,0.06,-5.19,-5.71
55367,-0.23,-4.96,-4.59
55387,-0.26,-4.85,-5.88
55410,-0.43,-5.29,-4.53
55430,-0.23,-5.70,-5.32
55446,-0.10,-6.01,-5.37
55467,-0.03,-6.09,-5.21
55485,0.18,-5.86,-6.33
55500,0.52,-5.20,-5.04
55516,0.93,-4.59,-5.49
55534,1.21,-4.42,-5.37
55554,1.24,-4.40,-6.05
55572,1.57,-4.36,-6.05
55590,1.61,-4.52,-5.49
55606,1.75,-4.43,-4.53
55630,1.60,-4.85,-6.16
55652,1.62,-4.94,-5.99
55665,1.44,-4.94,-6.16
55685,1.26,-4.93,-7.33
55709,1.15,-4.45,-6.27
55723,1.29,-3.96,-6.05
55744,1.26,-3.64,-5.88
55768,1.16,-3.34,-5.88
55782,0.81,-3.03,-5.71
55805,0.82,-3.04,-6.55
55826,0.91,-3.11,-4.98
55846,1.07,-3.34,-5.54
55864,1.14,-3.34,-5.82
55884,1.24,-3.53,-5.09
55905,1.29,-3.59,-6.21
55928,1.39,-3.47,-5.77
55948,1.54,-3.58,-4.76
55972,1.71,-3.53,-7.28
55993,1.86,-3.31,-7.67
56012,1.67,-3.21,-5.04
56036,1.56,-2.98,-5.43
56056,1.53,-2.94,-4.93
56076,1.56,-2.80,-6.33
56100,1.43,-2.73,-5.93
56121,1.32,-2.37,-4.76
56141,1.23,-2.26,-6.27
56164,1.07,-2.29,-5.15
56185,1.00,-2.34,-4.98
56205,1.05,-2.41,-7.22
56229,0.92,-2.51,-5.88
56249,0.87,-2.70,-5.88
56270,0.86,-2.82,-6.38
56290,0.84,-2.91,-4.65
56314,0.87,-2.67,-5.26
56334,0.82,-2.71,-5.60
56354,0.81,-2.60,-4.93
56377,0.91,-2.60,-5.88
56399,0.90,-2.65,-5.65
56422,0.92,-2.73,-5.54
56442,0.98,-2.82,-5.04
56466,1.06,-2.73,-5.54
56487,1.15,-2.70,-5.32
56507,1.19,-2.86,-5.60
56531,1.02,-2.69,-5.60
56551,1.04,-2.57,-5.15
56572,0.83,-2.21,-5.21
56595,0.76,-1.96,-5.71
56615,0.63,-1.79,-5.49
56635,0.48,-1.75,-5.32
56659,0.34,-1.84,-4.98
56679,0.21,-1.86,-5.04
56700,0.19,-1.96,-5.71
56723,0.20,-2.00,-6.33
56744,0.23,-2.07,-5.43
56764,0.21,-2.01,-6.33
56788,0.20,-1.71,-6.94
56810,0.24,-1.37,-5.21
56843,0.28,-1.23,-5.60
56868,0.32,-1.32,-6.33
56884,0.25,-1.93,-4.87
56908,0.38,-1.85,-4.98
56928,0.34,-2.53,-5.49
56948,0.37,-3.15,-5.65
56971,0.52,-2.98,-6.33
56992,0.69,-2.65,-6.27
57012,0.73,-2.35,-5.77
57035,0.73,-3.30,-5.93
57055,0.38,-6.92,-6.16
57075,-0.08,-10.14,-7.33
57093,-0.81,-12.35,-8.06
57114,-1.68,-13.70,-8.23
57134,-2.39,-14.78,-8.79
57149,-3.09,-15.51,-8.85
57172,-4.25,-15.49,-8.62
57189,-4.81,-15.32,-8.62
57208,-5.43,-14.90,-8.96
57233,-5.34,-14.54,-8.29
57253,-5.27,-14.40,-8.23
57277,-5.16,-14.29,-8.90
57305,-4.91,-14.58,-8.06
57328,-4.78,-15.41,-8.62
57348,-5.25,-15.87,-8.34
57369,-5.41,-16.31,-8.79
57393,-5.61,-16.44,-7.95
57414,-5.72,-16.24,-9.07
57435,-6.71,-15.60,-7.95
57455,-6.74,-15.25,-8.85
57478,-7.60,-13.79,-8.62
57499,-7.59,-13.58,-7.95
57519,-7.53,-13.23,-9.63
57543,-7.38,-13.01,-9.46
57564,-7.21,-12.16,-10.24
57585,-7.23,-11.85,-9.01
57608,-7.03,-11.34,-8.85
57636,-6.68,-10.99,-8.40
57660,-6.67,-10.18,-9.07
57690,-6.56,-9.94,-8.51
57706,-6.42,-9.78,-9.07
57726,-6.42,-9.36,-8.34
57749,-5.97,-8.96,-8.45
57770,-5.57,-8.26,-9.01
57793,-5.19,-7.68,-8.40
57814,-4.57,-7.06,-9.01
57834,-3.94,-6.43,-7.89
57858,-3.21,-5.62,-8.57
57878,-2.41,-4.52,-8.12
57899,-1.26,-2.88,-8.17
57919,-0.34,-0.53,-7.67
57942,0.70,1.38,-6.49
57963,1.57,3.42,-6.94
57986,2.17,4.81,-6.05
58007,2.75,6.52,-6.16
58027,3.23,8.14,-5.60
58052,3.46,9.23,-5.09
58073,3.56,8.79,-4.09
58098,3.80,7.47,-4.76
58135,4.13,5.53,-5.15
58149,3.87,2.92,-5.60
58169,3.69,0.82,-5.99
58193,3.38,-1.01,-6.27
58213,2.59,-2.26,-4.70
58237,2.08,-2.70,-5.26
58253,1.64,-2.58,-5.04
58274,1.38,-2.23,-6.21
58298,1.19,-1.91,-6.10
58318,1.06,-1.57,-5.65
58339,0.99,-1.32,-5.09
58362,0.97,-1.48,-5.37
58382,0.90,-1.98,-5.93
58402,0.82,-2.47,-5.60
58426,0.71,-2.73,-5.77
58446,0.57,-3.09,-6.21
58467,0.46,-3.24,-5.82
58490,0.38,-3.05,-5.21
58511,0.37,-2.67,-5.99
58537,0.36,-2.41,-5.54
58557,0.35,-1.97,-5.49
58576,0.36,-1.67,-5.99
58597,0.25,-1.19,-6.27
58621,0.35,-0.68,-5.49
58641,0.58,-0.12,-6.05
58661,0.73,0.31,-5.54
58682,0.93,0.64,-4.48
58700,1.02,0.70,-5.09
58714,1.12,0.20,-6.05
58738,1.04,-1.03,-4.70
58758,1.04,-2.37,-5.60
58776,0.76,-3.89,-5.60
58796,0.63,-4.86,-5.49
58816,0.32,-5.36,-5.60
58836,-0.04,-5.52,-5.60
58867,-0.15,-5.54,-5.82
58885,-0.40,-5.27,-5.65
58911,-0.58,-4.51,-5.88
58931,-0.90,-3.35,-5.71
58954,-0.87,-2.48,-5.88
58974,-0.53,-1.81,-5.43
58994,-0.50,-1.67,-5.71
59017,-0.41,-1.94,-5.99
59037,-0.56,-2.25,-5.88
59057,-0.47,-2.34,-7.00
59081,-0.37,-2.54,-7.05
59101,-0.10,-2.36,-7.11
59122,-0.01,-2.13,-5.49
59145,0.21,-1.63,-5.37
59165,0.26,-1.57,-5.65
59185,0.41,-1.59,-5.88
59209,0.44,-1.69,-5.54
59229,0.37,-1.99,-5.54
59250,0.53,-2.53,-5.77
59273,0.37,-3.30,-6.61
59294,0.19,-3.84,-5.60
59318,0.00,-4.24,-4.98
59356,-0.16,-4.31,-5.65
59381,-0.38,-4.19,-5.93
59401,-0.36,-3.53,-6.89
59422,-0.28,-3.21,-6.38
59442,-0.15,-2.81,-5.71
59465,-0.13,-2.37,-6.38
59486,0.06,-2.12,-6.89
59506,0.07,-2.02,-6.27
59530,0.21,-1.72,-6.38
59549,0.31,-1.71,-5.99
59564,0.36,-1.69,-6.27
59582,0.52,-1.78,-6.49
59603,0.49,-1.95,-5.71
59617,0.56,-2.02,-5.93
59642,0.56,-2.02,-4.93
59656,0.39,-2.15,-6.27
59673,0.28,-2.19,-6.77
59696,0.28,-2.12,-7.05
59715,0.31,-2.19,-6.94
59739,0.31,-2.13,-5.71
59765,0.34,-2.12,-5.37
59786,0.34,-1.98,-5.82
59806,0.48,-1.69,-6.10
59826,0.53,-1.45,-6.33
59849,0.58,-1.08,-5.32
59869,0.67,-0.97,-5.60
59890,0.68,-0.87,-4.87
59913,0.88,-0.84,-5.82
59933,0.82,-1.34,-5.65
59957,0.95,-1.35,-5.82
59978,0.97,-1.78,-5.93
59998,0.89,-2.15,-5.65
60018,0.76,-2.75,-5.49
60042,0.59,-3.12,-5.82
60062,0.60,-3.28,-6.16
60092,0.67,-3.23,-5.77
60123,0.86,-2.98,-6.33
60142,0.92,-5.91,-5.99
60163,0.57,-9.62,-7.67
60188,-0.28,-13.65,-7.67
60208,-1.24,-15.42,-8.40
60228,-2.35,-16.55,-8.79
60248,-3.69,-17.20,-8.79
60272,-5.03,-17.14,-9.29
60292,-6.35,-16.68,-9.18
60312,-7.69,-15.56,-8.40
60336,-8.69,-14.31,-7.84
60356,-9.31,-12.81,-8.40
60377,-9.65,-11.29,-8.45
60400,-9.66,-10.09,-7.45
60421,-9.39,-9.27,-8.45
60441,-9.00,-8.62,-8.06
60464,-8.51,-8.26,-8.29
60485,-8.02,-8.16,-8.23
60513,-7.57,-7.85,-8.51
60537,-6.79,-7.40,-8.45
60562,-6.10,-7.44,-8.12
60588,-5.81,-6.35,-8.34
60608,-5.00,-5.96,-9.01
60629,-4.68,-4.66,-8.79
60649,-4.18,-4.36,-8.62
60673,-3.50,-4.25,-8.73
60694,-3.20,-4.06,-8.23
60718,-2.70,-3.67,-8.62
60740,-2.38,-3.64,-8.12
60764,-1.87,-3.92,-7.89
60784,-1.08,-4.49,-8.45
60804,-0.71,-5.28,-8.34
60825,-0.50,-6.24,-8.34
60848,-0.24,-6.90,-8.23
60869,-0.01,-6.58,-8.01
60890,0.36,-5.50,-8.79
60915,0.78,-3.23,-8.34
60946,1.26,-1.08,-7.89
60970,2.02,2.05,-6.16
60987,2.56,3.99,-5.49
61018,2.75,5.09,-5.71
61043,2.52,4.90,-4.59
61063,2.27,3.64,-4.76
61084,2.00,2.15,-4.70
61105,1.59,0.37,-5.60
61129,1.21,-1.57,-5.99
61149,0.73,-2.95,-5.54
61170,0.44,-3.59,-5.09
61194,0.12,-3.91,-5.15
61215,0.08,-3.90,-5.65
61236,0.05,-3.71,-5.88
61259,0.05,-3.36,-6.05
61280,0.20,-3.02,-7.00
61304,0.38,-2.50,-5.60
61325,0.45,-2.04,-5.77
61357,0.52,-1.65,-5.93
61378,0.71,-1.21,-6.49
61413,0.96,-1.30,-5.93
61437,1.02,-2.45,-4.76
61457,1.03,-3.23,-6.21
61478,0.95,-3.98,-6.27
61502,0.69,-4.37,-6.44
61523,0.62,-4.58,-6.38
61543,0.37,-4.50,-6.77
61564,0.10,-4.22,-6.66
61588,-0.13,-3.73,-5.77
61609,-0.27,-3.39,-6.16
61630,-0.43,-3.04,-6.33
61654,-0.52,-2.93,-5.71
61674,-0.33,-2.78,-6.05
61695,-0.40,-2.71,-5.49
61719,-0.32,-2.46,-5.77
61739,-0.05,-2.20,-5.60
61764,0.33,-1.90,-4.70
61784,0.69,-1.51,-4.93
61805,0.98,-1.35,-5.71
61826,1.05,-1.49,-5.32
61850,1.22,-1.91,-4.42
61870,1.37,-3.04,-4.31
61891,1.41,-4.68,-5.43
61915,1.17,-6.34,-5.82
61937,0.99,-7.33,-5.93
61958,0.94,-7.52,-6.27
61979,0.97,-7.53,-5.93
62002,0.85,-7.21,-6.49
62023,0.71,-6.84,-5.60
62044,0.86,-5.73,-6.72
62067,0.70,-4.75,-5.21
62088,0.79,-3.84,-5.43
62108,0.86,-3.19,-5.99
62132,0.77,-2.83,-5.65
62153,0.86,-2.65,-6.21
62173,0.86,-2.86,-5.49
62198,0.95,-2.90,-5.60
62239,0.87,-3.01,-5.49
62259,0.97,-3.01,-6.38
62288,0.95,-2.87,-5.77
62308,1.04,-2.94,-5.54
62328,1.12,-3.03,-6.21
62352,1.24,-2.86,-6.05
62373,1.40,-2.73,-5.65
62394,1.51,-2.48,-6.55
62415,1.38,-2.61,-6.21
62435,1.16,-2.69,-6.44
62459,1.25,-2.71,-6.77
62480,1.10,-2.74,-5.60
62501,1.29,-2.54,-6.33
62524,1.23,-2.51,-6.83
62545,1.17,-2.53,-7.56
62566,0.99,-2.59,-6.16
62590,1.01,-2.64,-5.60
62612,1.12,-2.61,-6.21
62648,1.17,-2.57,-6.44
62668,1.44,-2.06,-5.88
62708,1.40,-1.83,-6.21
62727,1.32,-1.32,-6.05
62748,1.36,-1.25,-5.43
62768,1.41,-1.43,-5.21
62792,1.23,-1.97,-6.21
62813,1.29,-2.08,-4.65
62834,1.31,-2.18,-5.82
62858,1.25,-2.29,-5.65
62878,1.26,-2.29,-6.16
62895,1.26,-2.16,-6.10
62917,1.35,-2.03,-5.77
62938,1.10,-2.01,-5.15
62959,0.79,-2.03,-5.65
62976,0.71,-2.08,-5.71
62993,0.49,-2.31,-6.27
63012,0.40,-2.55,-5.65
63037,0.45,-2.67,-5.99
63056,0.23,-2.72,-5.71
63071,0.28,-2.38,-6.61
63097,0.30,-2.18,-6.10
63115,0.45,-1.96,-6.33
63132,0.47,-2.16,-5.32
63153,0.49,-2.30,-5.99
63170,0.57,-2.40,-6.21
63192,0.36,-2.08,-5.88
63208,0.20,-2.13,-6.21
63231,0.08,-1.97,-6.10
63246,0.23,-1.56,-4.87
63267,0.26,-1.39,-6.33
63285,0.22,-1.20,-5.82
63306,0.34,-1.30,-5.99
63320,0.49,-1.38,-6.27
63344,0.58,-1.23,-6.21
63358,0.60,-1.22,-6.10
63380,0.73,-1.36,-6.55
63404,0.73,-1.47,-6.66
63429,0.81,-1.60,-5.99
63447,0.77,-1.91,-6.16
63476,0.75,-2.31,-5.71
63485,0.58,-2.76,-5.04
63505,0.59,-2.96,-5.49
63524,0.48,-2.90,-4.81
63545,0.35,-2.73,-5.77
63568,0.36,-2.79,-5.54
63589,0.43,-2.79,-6.33
63609,0.65,-2.74,-5.49
63630,0.82,-2.85,-6.05
63654,1.15,-2.72,-5.49
63675,1.34,-2.74,-6.33
63699,1.31,-2.68,-5.49
63720,1.19,-2.85,-5.43
63740,1.15,-2.86,-5.37
63765,1.13,-2.74,-5.49
63785,1.30,-2.91,-5.82
63811,1.26,-3.56,-6.16
63836,1.37,-3.80,-6.49
63856,1.17,-3.92,-5.09
63887,1.07,-3.98,-5.21
63902,1.15,-3.92,-6.33
63923,1.23,-3.72,-5.37
63946,1.26,-3.37,-6.49
63969,1.28,-3.07,-5.93
63992,1.51,-2.80,-6.83
64013,1.58,-2.39,-6.16
64033,1.59,-2.08,-5.15
64057,1.62,-1.92,-6.61
64078,1.67,-1.78,-5.43
64098,1.62,-1.51,-5.88
64122,1.79,-2.42,-5.49
64142,1.74,-2.69,-6.44
64164,1.46,-2.87,-5.88
64187,1.51,-2.01,-6.55
64208,1.55,-1.97,-5.65
64238,1.60,-1.79,-5.82
64268,1.69,-1.99,-5.60
64311,1.57,-2.83,-6.05
64326,1.59,-3.41,-5.32
64351,1.75,-3.22,-5.49
64372,1.80,-3.13,-5.93
64392,1.73,-2.97,-5.26
64416,1.80,-2.74,-5.09
64437,1.89,-2.46,-7.78
64458,1.90,-2.26,-5.65
64483,2.02,-1.94,-6.05
64503,1.89,-2.04,-4.81
64524,1.73,-1.97,-6.16
64548,1.76,-2.13,-5.37
64569,1.64,-2.42,-7.00
64589,1.41,-2.42,-4.53
64613,1.28,-2.36,-5.88
64634,1.07,-2.16,-5.77
64665,0.99,-2.22,-5.60
64692,0.93,-2.35,-5.93
64707,0.88,-2.56,-5.49
64731,0.77,-2.60,-5.49
64751,0.77,-2.77,-6.72
64772,0.90,-3.10,-5.32
64793,0.93,-3.13,-5.65
64817,1.04,-3.10,-6.66
64838,1.10,-2.91,-5.71
64859,1.25,-2.69,-6.21
64883,1.43,-2.08,-5.26
64903,1.56,-2.15,-5.21
64924,1.45,-3.23,-5.71
64949,1.09,-4.02,-6.21
64970,0.84,-3.63,-6.33
64992,0.73,-3.23,-5.65
65016,1.14,-1.92,-6.38
65037,2.34,2.02,-5.21
65057,3.23,7.53,-2.69
65081,4.52,12.62,-1.29
65101,6.58,16.48,0.56
65123,9.82,19.79,1.01
65148,12.91,22.47,0.39
65167,15.75,24.15,0.62
65188,19.18,25.53,1.90
65212,22.96,27.57,1.51
65234,26.28,28.16,1.29
65254,29.07,28.67,2.74
65276,32.05,28.93,1.46
65299,35.17,29.34,1.29
65320,38.39,30.00,2.58
65345,41.57,31.10,2.35
65365,44.92,32.33,1.74
65386,48.41,33.76,1.85
65411,51.73,35.42,3.41
65432,55.18,37.76,2.41
65453,58.66,41.75,6.33
65477,61.88,47.52,9.12
65503,65.21,56.11,7.73
65524,67.61,66.31,11.31
65546,69.23,77.55,16.18
65565,70.00,88.41,11.48
65586,70.08,98.24,9.91
65606,69.46,106.65,9.24
65630,68.66,114.27,6.61
65651,67.51,119.98,8.62
65672,66.69,119.28,4.09
65696,66.78,113.88,6.44
65716,67.38,106.42,5.71
65737,70.54,100.54,2.86
65762,75.05,101.07,8.51
65783,78.45,103.88,8.68
65804,81.55,113.34,10.58
65827,84.19,137.68,39.02
65848,83.14,-169.58,46.86
65869,77.87,-136.77,20.49
65893,70.89,-122.92,7.50
65914,63.32,-118.54,5.71
65939,54.71,-116.61,4.87
65961,44.75,-114.21,3.41
65980,34.20,-112.23,2.80
66001,23.82,-109.61,1.90
66025,12.66,-105.36,1.74
66045,1.91,-99.22,0.78
66066,-4.62,-92.60,-0.45
66086,-9.27,-86.17,-0.22
66110,-12.88,-79.93,-1.23
66131,-10.90,-44.99,-3.36
66152,-7.91,-25.97,-4.53
66176,-4.72,-15.76,-4.37
66197,-3.07,-12.32,-4.76
66218,-1.96,-10.48,-5.77
66242,-1.36,-9.00,-5.60
66263,-0.74,-6.96,-4.70
66284,-0.35,-5.15,-4.93
66308,0.14,-3.63,-4.25
66330,0.46,-3.01,-3.81
66354,0.58,-2.88,-4.31
66373,0.84,-3.62,-4.14
66401,0.80,-4.86,-3.41
66424,0.73,-7.25,-2.58
66448,0.74,-9.83,-3.30
66467,0.51,-10.79,-2.30
66489,0.24,-11.67,-3.75
66509,0.19,-12.14,-3.64
66533,0.08,-11.96,-3.41
66554,0.11,-11.74,-4.09
66574,-0.03,-12.11,-4.09
66595,-0.35,-12.26,-4.20
66619,-0.51,-12.11,-3.19
66640,-0.63,-11.80,-3.58
66660,-0.83,-11.44,-4.98
66684,-0.76,-10.87,-4.14
66704,-0.74,-9.79,-4.93
66725,-0.69,-8.81,-4.93
66749,-0.50,-7.60,-4.65
66770,-0.31,-6.33,-4.31
66790,-0.19,-4.96,-4.81
66815,0.09,-4.06,-5.04
66835,0.16,-3.37,-3.58
66859,0.41,-2.76,-4.14
66879,0.42,-2.45,-4.20
66900,0.63,-2.34,-3.64
66922,0.59,-2.40,-4.25
66945,0.66,-2.93,-3.53
66966,0.58,-3.15,-3.81
66986,0.47,-3.37,-3.97
67010,0.37,-3.46,-3.30
67031,0.48,-3.35,-4.37
67052,0.45,-3.15,-3.92
67075,0.26,-3.14,-4.09
67097,0.19,-2.98,-4.70
67117,-0.05,-3.11,-5.15
67141,-0.20,-3.24,-4.09
67161,-0.10,-3.46,-3.81
67182,-0.18,-3.55,-4.31
67212,-0.21,-3.52,-3.97
67231,-0.26,-3.48,-4.53
67248,-0.25,-3.49,-3.86
67278,-0.08,-3.59,-4.53
67299,-0.22,-3.46,-4.48
67319,-0.01,-3.16,-4.59
67339,-0.03,-2.86,-4.53
67363,-0.07,-2.40,-3.58
67384,0.08,-1.96,-3.53
67404,-0.01,-1.93,-3.53
67428,0.00,-2.34,-3.75
67448,-0.17,-3.17,-4.14
67469,-0.35,-3.56,-5.37
67493,-0.46,-3.92,-3.97
67513,-0.38,-4.12,-3.81
67534,-0.22,-4.21,-3.30
67554,-0.14,-4.13,-4.31
67578,-0.02,-3.80,-4.76
67598,0.13,-3.47,-3.97
67619,0.34,-3.25,-5.21
67648,0.56,-3.17,-4.70
67674,0.49,-3.07,-4.14
67691,0.59,-2.95,-4.98
67716,0.50,-2.96,-4.76
67734,0.31,-3.34,-4.70
67753,0.21,-3.52,-4.48
67769,0.08,-3.47,-4.42
67793,0.02,-3.48,-3.97
67814,0.04,-3.41,-4.25
67835,0.15,-3.37,-4.20
67859,0.08,-3.29,-3.81
67878,0.10,-3.19,-3.97
67895,0.03,-3.02,-5.49
67919,0.20,-2.59,-4.48
67939,0.15,-2.31,-4.37
67960,0.23,-2.12,-4.59
67983,0.38,-2.13,-4.31
68004,0.47,-2.21,-4.76
68025,0.58,-2.61,-3.69
68055,0.54,-2.85,-3.97
68075,0.76,-2.96,-3.81
68095,0.82,-2.97,-3.81
68119,0.99,-2.75,-4.20
68139,1.10,-3.14,-4.87
68160,1.09,-3.27,-4.59
68184,1.10,-3.43,-4.48
68205,0.90,-3.72,-3.92
68226,0.73,-3.81,-4.25
68250,0.77,-3.94,-5.26
68271,0.83,-3.87,-5.88
68291,0.81,-3.84,-4.48
68315,0.75,-3.57,-5.65
68335,0.69,-3.22,-5.09
68356,0.57,-2.87,-4.98
68380,0.62,-2.53,-4.98
68400,0.53,-2.42,-4.98
68421,0.45,-2.43,-4.93
68445,0.56,-2.46,-4.65
68470,0.59,-2.66,-4.42
68487,0.72,-2.98,-3.81
68510,0.74,-3.25,-4.37
68531,0.75,-3.40,-4.87
68551,0.85,-3.59,-4.81
68572,0.91,-3.87,-3.19
68596,0.93,-3.83,-5.09
68617,0.97,-3.70,-4.93
68641,0.80,-3.58,-3.81
68662,0.74,-3.35,-5.65
68682,0.77,-3.34,-4.93
68705,0.77,-3.25,-5.04
68726,0.74,-3.20,-4.98
68741,0.70,-3.30,-5.93
68764,0.69,-3.45,-4.65
68779,0.82,-3.48,-5.21
68799,0.99,-3.34,-4.59
68817,1.06,-2.93,-5.54
68838,1.06,-2.41,-5.04
68864,1.26,-1.65,-4.93
68887,1.29,-0.77,-4.37
68911,1.43,0.20,-4.37
68944,1.38,0.43,-2.69
68964,1.30,-0.60,-3.36
68984,1.19,-2.85,-3.64
69008,0.92,-5.13,-4.37
69028,0.65,-7.38,-4.03
69052,0.35,-8.29,-4.53
69072,0.19,-8.57,-4.59
69093,-0.14,-8.44,-4.81
69114,-0.37,-7.96,-5.65
69137,-0.53,-7.30,-5.09
69158,-0.51,-6.03,-4.93
69182,-0.47,-4.92,-4.87
69202,-0.40,-4.17,-4.53
69223,-0.20,-3.35,-4.53
69243,0.13,-2.89,-4.87
69266,0.43,-2.85,-4.65
69287,0.72,-3.19,-4.65
69313,1.01,-3.95,-4.42
69339,1.27,-4.29,-4.87
69359,1.38,-4.19,-4.59
69379,1.24,-4.14,-4.31
69398,1.13,-4.40,-5.26
69422,1.47,-4.61,-7.95
69444,0.82,-4.72,-3.97
69463,0.64,-5.84,-3.92
69488,0.74,-5.10,-6.61
69508,0.76,-7.39,-3.13
69529,1.18,-4.69,-7.28
69549,1.07,-0.96,-2.74
69573,1.17,-2.90,-3.53
69593,0.64,-6.25,-4.87
69614,0.10,-7.44,-4.93
69638,-0.22,-7.24,-4.93
69658,-0.32,-6.10,-4.53
69679,-0.04,-5.03,-5.54
69702,0.15,-4.07,-4.25
69723,0.24,-3.17,-5.88
69748,0.52,-2.68,-5.04
69768,0.65,-2.79,-4.65
69788,0.92,-3.11,-3.75
69813,1.07,-3.42,-4.53
69833,1.18,-3.58,-5.09
69853,1.23,-3.45,-4.65
69873,1.26,-3.23,-4.87
69897,1.29,-2.95,-4.98
69917,1.43,-2.80,-4.93
69938,1.53,-2.62,-4.93
69962,1.42,-2.85,-3.13
69982,1.32,-3.00,-4.93
70003,1.26,-3.19,-5.37
70023,1.03,-3.40,-3.92
70047,0.87,-3.45,-4.03
70068,0.67,-3.50,-6.10
70091,0.56,-3.31,-4.81
70112,0.57,-3.10,-4.37
70133,0.60,-3.02,-4.87
70153,0.46,-2.83,-4.98
70180,0.38,-2.89,-5.04
70204,0.37,-3.06,-5.04
70223,0.45,-3.08,-5.04
70244,0.46,-3.11,-4.25
70265,0.70,-3.02,-5.26
70289,0.75,-2.97,-4.20
70309,0.84,-2.86,-5.60
70333,0.90,-2.96,-4.81
70355,0.97,-3.00,-5.77
70376,0.93,-3.14,-5.15
70396,1.01,-3.07,-4.65
70420,1.09,-3.45,-4.59
70434,1.07,-3.56,-4.48
70455,1.11,-3.72,-5.26
70479,0.97,-4.24,-4.09
70499,0.86,-4.00,-5.49
70520,0.90,-3.89,-4.65
70543,0.70,-3.91,-4.25
70559,0.72,-3.42,-5.60
70583,0.70,-3.45,-5.93
70608,0.54,-3.18,-4.76
70625,0.58,-3.19,-4.87
70645,0.54,-2.86,-3.97
70668,0.65,-2.71,-4.87
70689,0.70,-2.67,-4.81
70709,0.90,-2.51,-5.21
70733,0.81,-2.72,-5.09
70755,0.81,-2.76,-4.25
